ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
1614.0,บริษัท วสี จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,ภูเก็ต,7.908706,98.359381
1615.0,บริษัท วินซี คอนสตรัคชั่น จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.795938,100.513809
1616.0,บริษัท ศุภาลัย จำกัด (มหาชน),วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.7877,100.469535
1617.0,บริษัท สโตนเฮ้นจ์ อินเตอร์ จำกัด (มหาชน),วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.752536,100.48387
1618.0,บริษัท แสนสิริ จำกัด (มหาชน),วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.738339,100.518674
1619.0,บริษัท อนันดา ดีเวลลอปเม้นท์ จํากัด (มหาชน),วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.78325,100.512505
1620.0,บริษัท ออกซิเจนเรียลเอสเตท จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,สงขลา,7.214252,100.485491
1621.0,บริษัท อาร์คิเทคเชอแรล เอ็นจิเนียริ่ง 49 (ภูเก็ต) จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,ภูเก็ต,7.854674,98.369775
1622.0,บริษัท เอ็กซ์ตร้า คอนสตรัคชั่นแอนด์ดีไซน์ จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,สุราษฎร์ธานี,9.129247,99.356317
1623.0,บริษัท เอสซีจี 1995 จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,สุราษฎร์ธานี,9.127509,99.316378
1624.0,บริษัท แอสคอนคอนสตรัคชั่น จำกัด (มหาชน),วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.742227,100.471887
1625.0,กรมทางหลวงชนบท,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,สงขลา,7.197905,100.507817
1626.0,โครงการชลประทานพัทลุง,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,พัทลุง,7.655861,100.14674
1627.0,บริษัท 22 คอนซัลเต้นท์ แอนด์ แมเนจเม้นท์ จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.789882,100.537416
1628.0,บริษัท 7 มกรา พลัส จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.775959,100.539861
1629.0,บริษัท แกรนด์ซีโอ เอ็นจิเนียริ่ง จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,กรุงเทพมหานคร,13.719705,100.482901
1630.0,บริษัท ขั้นเทพ การช่าง จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,สมุทรปราการ,13.571933,100.71336
1631.0,บริษัท เจโต โฮม จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,ภูเก็ต,7.898764,98.404678
1632.0,บริษัท ซี.ซี. จักรกลและก่อสร้าง จำกัด,วิศวกรรมศาสตร์และเทคโนโลยี,วิศวกรรมโยธา,นครศรีธรรมราช,8.453309,99.979695
